source-path,source-module,source-operation,target-path,target-module,target-operation,direction
distrib/UXsim/tests/test_notebook_demos_extra.py,test_notebook_demos_extra,ep,distrib/UXsim/demos_and_examples/example_12en_signal_4legged_intersection_Deep_Reinforcement_Learning_pytorch_control.py,example_12en_signal_4legged_intersection_Deep_Reinforcement_Learning_pytorch_control,CellExecuter,WRITE
distrib/UXsim/demos_and_examples/example_09en_congestion_pricing_highway_toll.py,example_09en_congestion_pricing_highway_toll,jj,distrib/UXsim/demos_and_examples/example_09en_congestion_pricing_highway_toll.py,example_09en_congestion_pricing_highway_toll,j,WRITE
distrib/UXsim/tests/test_verification_straight_road.py,test_verification_straight_road,tmax,distrib/UXsim/uxsim/uxsim.py,uxsim.uxsim,random.randint,WRITE
distrib/UXsim/tests/test_verification_route_choice.py,test_verification_route_choice,link41,distrib/UXsim/demos_and_examples/example_08en_signal_reactive_control.py,example_08en_signal_reactive_control,W.addLink,WRITE
distrib/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,info,distrib/UXsim/demos_and_examples/example_12en_signal_4legged_intersection_Deep_Reinforcement_Learning_pytorch_control.py,example_12en_signal_4legged_intersection_Deep_Reinforcement_Learning_pytorch_control,env.reset,WRITE
distrib/UXsim/demos_and_examples/example_05jp_gridlock_and_prevention.py,example_05jp_gridlock_and_prevention,W,distrib/UXsim/demos_and_examples/example_08en_signal_reactive_control.py,example_08en_signal_reactive_control,World,WRITE
distrib/UXsim/demos_and_examples/example_12en_signal_4legged_intersection_Deep_Reinforcement_Learning_pytorch_control.py,example_12en_signal_4legged_intersection_Deep_Reinforcement_Learning_pytorch_control.TrafficSim,self.observation_space,distrib/UXsim/demos_and_examples/example_12en_signal_4legged_intersection_Deep_Reinforcement_Learning_pytorch_control.py,example_12en_signal_4legged_intersection_Deep_Reinforcement_Learning_pytorch_control,gym.spaces.Box,WRITE
distrib/UXsim/demos_and_examples/example_09en_congestion_pricing_highway_toll.py,example_09en_congestion_pricing_highway_toll,ii,distrib/UXsim/uxsim/uxsim.py,uxsim.uxsim,i,WRITE
distrib/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,best_i_episode,distrib/UXsim/tests/test_notebook_demos_extra.py,test_notebook_demos_extra,i_episode,WRITE
distrib/UXsim/uxsim/analyzer.py,uxsim.analyzer,i,distrib/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsimResultGUIViewer.ResultGUIViewer,link.start_node.id,WRITE
distrib/UXsim/uxsim/analyzer.py,uxsim.analyzer,k,distrib/UXsim/uxsim/uxsim.py,uxsim.uxsim,l.k_mat.l.k_mat,WRITE
distrib/UXsim/tests/test_verification_straight_road.py,test_verification_straight_road,link_u,distrib/UXsim/uxsim/uxsim.py,uxsim.uxsim,random.randint,WRITE
distrib/UXsim/tests/test_verification_route_choice.py,test_verification_route_choice,link42,distrib/UXsim/demos_and_examples/example_08en_signal_reactive_control.py,example_08en_signal_reactive_control,W.addLink,WRITE
distrib/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,n_observations,distrib/UXsim/uxsim/uxsim.py,uxsim.uxsim,len,WRITE
distrib/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsimResultGUIViewer.ResultGUIViewer.MainWindow,action_network_anim_detailed1,distrib/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsimResultGUIViewer.ResultGUIViewer,menu_Animation.addAction,WRITE
distrib/UXsim/uxsim/Utilities/Utilities.py,uxsimUtilities.Utilities,paths,distrib/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsimResultGUIViewer.ResultGUIViewer,dict,WRITE
distrib/UXsim/uxsim/analyzer.py,uxsim.analyzer,j,distrib/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsimResultGUIViewer.ResultGUIViewer,link.end_node.id,WRITE
distrib/UXsim/tests/test_verification_node.py,test_verification_node,W,distrib/UXsim/demos_and_examples/example_08en_signal_reactive_control.py,example_08en_signal_reactive_control,World,WRITE
distrib/UXsim/demos_and_examples/example_09en_congestion_pricing_highway_toll.py,example_09en_congestion_pricing_highway_toll,ii,distrib/UXsim/uxsim/uxsim.py,uxsim.uxsim,i,WRITE
distrib/UXsim/tests/test_verification_multilane.py,test_verification_multilane,link1,distrib/UXsim/demos_and_examples/example_08en_signal_reactive_control.py,example_08en_signal_reactive_control,W.addLink,WRITE
distrib/UXsim/uxsim/analyzer.py,uxsim.analyzer,v,distrib/UXsim/uxsim/uxsim.py,uxsim.uxsim,l.v_mat.l.v_mat,WRITE
distrib/UXsim/tests/test_verification_straight_road.py,test_verification_straight_road,W,distrib/UXsim/demos_and_examples/example_08en_signal_reactive_control.py,example_08en_signal_reactive_control,World,WRITE
distrib/UXsim/tests/test_verification_multilane.py,test_verification_multilane,W,distrib/UXsim/demos_and_examples/example_08en_signal_reactive_control.py,example_08en_signal_reactive_control,World,WRITE
distrib/UXsim/uxsim/analyzer.py,uxsim.analyzer,adj_mat_time,distrib/UXsim/uxsim/OSMImporter/OSMImporter.py,uxsim.OSMImporter.OSMImporter,link.length,WRITE
distrib/UXsim/demos_and_examples/example_12en_signal_4legged_intersection_Deep_Reinforcement_Learning_pytorch_control.py,example_12en_signal_4legged_intersection_Deep_Reinforcement_Learning_pytorch_control,self.W,distrib/UXsim/demos_and_examples/example_08en_signal_reactive_control.py,example_08en_signal_reactive_control,World,WRITE
distrib/UXsim/demos_and_examples/example_09en_congestion_pricing_highway_toll.py,example_09en_congestion_pricing_highway_toll,jj,distrib/UXsim/demos_and_examples/example_09en_congestion_pricing_highway_toll.py,example_09en_congestion_pricing_highway_toll,j,WRITE
distrib/UXsim/demos_and_examples/example_19en_multilane_link.py,example_19en_multilane_link,df,distrib/UXsim/demos_and_examples/example_08en_signal_reactive_control.py,example_08en_signal_reactive_control,W.analyzer.od_to_pandas,WRITE
distrib/UXsim/uxsim/analyzer.py,uxsim.analyzer,adj_mat_time,distrib/UXsim/uxsim/uxsim.py,uxsim.uxsim,link.u,WRITE
distrib/UXsim/tests/test_verification_node.py,test_verification_node,W,distrib/UXsim/demos_and_examples/example_08en_signal_reactive_control.py,example_08en_signal_reactive_control,World,WRITE
distrib/UXsim/demos_and_examples/example_09en_congestion_pricing_highway_toll.py,example_09en_congestion_pricing_highway_toll,links,distrib/UXsim/demos_and_examples/example_08en_signal_reactive_control.py,example_08en_signal_reactive_control,W.addLink,WRITE
distrib/UXsim/tests/test_verification_multilane.py,test_verification_multilane,link2,distrib/UXsim/demos_and_examples/example_08en_signal_reactive_control.py,example_08en_signal_reactive_control,W.addLink,WRITE
distrib/UXsim/tests/test_other_functions.py,test_other_functions,r1,distrib/UXsim/demos_and_examples/example_08en_signal_reactive_control.py,example_08en_signal_reactive_control,W.defRoute,WRITE
distrib/UXsim/uxsim/analyzer.py,uxsim.analyzer,adj_mat_dist,distrib/UXsim/uxsim/OSMImporter/OSMImporter.py,uxsim.OSMImporter.OSMImporter,link.length,WRITE
distrib/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsimResultGUIViewer.ResultGUIViewer.MainWindow,action_network_anim_fancy,distrib/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsimResultGUIViewer.ResultGUIViewer,menu_Animation.addAction,WRITE
distrib/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,policy_net,distrib/UXsim/uxsim/uxsim.py,uxsim.uxsim,DQN.to,WRITE
distrib/UXsim/uxsim/analyzer.py,uxsim.analyzer,lw,distrib/UXsim/uxsim/uxsim.py,uxsim.uxsim,k,WRITE
distrib/UXsim/demos_and_examples/example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py,example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch,target_net,distrib/UXsim/uxsim/uxsim.py,uxsim.uxsim,DQN.to,WRITE
distrib/UXsim/uxsim/analyzer.py,uxsim.analyzer,adj_mat_time,distrib/UXsim/uxsim/uxsim.py,uxsim.uxsim,np.inf,WRITE
distrib/UXsim/demos_and_examples/example_12en_signal_4legged_intersection_Deep_Reinforcement_Learning_pytorch_control.py,example_12en_signal_4legged_intersection_Deep_Reinforcement_Learning_pytorch_control,self.II,distrib/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsimResultGUIViewer.ResultGUIViewer,TrafficSim,WRITE
distrib/UXsim/demos_and_examples/example_09en_congestion_pricing_highway_toll.py,example_09en_congestion_pricing_highway_toll,ii,distrib/UXsim/uxsim/uxsim.py,uxsim.uxsim,i,WRITE
distrib/UXsim/uxsim/analyzer.py,uxsim.analyzer,lw,distrib/UXsim/uxsim/uxsim.py,uxsim.uxsim,l.delta,WRITE
distrib/UXsim/tests/test_verification_multilane.py,test_verification_multilane,link3,distrib/UXsim/demos_and_examples/example_08en_signal_reactive_control.py,example_08en_signal_reactive_control,W.addLink,WRITE
distrib/UXsim/tests/test_other_functions.py,test_other_functions,r2,distrib/UXsim/demos_and_examples/example_08en_signal_reactive_control.py,example_08en_signal_reactive_control,W.defRoute,WRITE
distrib/UXsim/demos_and_examples/example_19en_multilane_link.py,example_19en_multilane_link,link2,distrib/UXsim/demos_and_examples/example_08en_signal_reactive_control.py,example_08en_signal_reactive_control,W.addLink,WRITE
distrib/UXsim/uxsim/analyzer.py,uxsim.analyzer,lw,distrib/UXsim/demos_and_examples/example_12en_signal_4legged_intersection_Deep_Reinforcement_Learning_pytorch_control.py,example_12en_signal_4legged_intersection_Deep_Reinforcement_Learning_pytorch_control,maxwidth,WRITE
distrib/UXsim/tests/test_verification_route_choice.py,test_verification_route_choice,df,distrib/UXsim/demos_and_examples/example_08en_signal_reactive_control.py,example_08en_signal_reactive_control,W.analyzer.link_to_pandas,WRITE
distrib/UXsim/uxsim/analyzer.py,uxsim.analyzer,adj_mat_dist,distrib/UXsim/uxsim/uxsim.py,uxsim.uxsim,np.inf,WRITE
distrib/UXsim/demos_and_examples/example_09en_congestion_pricing_highway_toll.py,example_09en_congestion_pricing_highway_toll,jj,distrib/UXsim/demos_and_examples/example_09en_congestion_pricing_highway_toll.py,example_09en_congestion_pricing_highway_toll,j,WRITE
distrib/UXsim/uxsim/analyzer.py,uxsim.analyzer,lw,distrib/UXsim/uxsim/uxsim.py,uxsim.uxsim,l.number_of_lanes,WRITE
distrib/UXsim/uxsim/analyzer.py,uxsim.analyzer,adj_mat_time,distrib/UXsim/uxsim/uxsim.py,uxsim.uxsim,np.inf,WRITE
distrib/UXsim/demos_and_examples/example_12en_signal_4legged_intersection_Deep_Reinforcement_Learning_pytorch_control.py,example_12en_signal_4legged_intersection_Deep_Reinforcement_Learning_pytorch_control,self.EE,distrib/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsimResultGUIViewer.ResultGUIViewer,TrafficSim,WRITE
distrib/UXsim/demos_and_examples/example_09en_congestion_pricing_highway_toll.py,example_09en_congestion_pricing_highway_toll,links,distrib/UXsim/demos_and_examples/example_08en_signal_reactive_control.py,example_08en_signal_reactive_control,W.addLink,WRITE
distrib/UXsim/uxsim/analyzer.py,uxsim.analyzer,lw,distrib/UXsim/uxsim/uxsim.py,uxsim.uxsim,minwidth,WRITE
distrib/UXsim/uxsim/Utilities/Utilities.py,uxsimUtilities.Utilities,average_n_routes,distrib/UXsim/uxsim/Utilities/Utilities.py,uxsimUtilities.Utilities,sum,WRITE
distrib/UXsim/uxsim/analyzer.py,uxsim.analyzer,adj_mat_dist,distrib/UXsim/uxsim/uxsim.py,uxsim.uxsim,np.inf,WRITE
distrib/UXsim/tests/test_verification_node.py,test_verification_node,link1,distrib/UXsim/demos_and_examples/example_08en_signal_reactive_control.py,example_08en_signal_reactive_control,W.addLink,WRITE
distrib/UXsim/uxsim/analyzer.py,uxsim.analyzer,lw,distrib/UXsim/uxsim/uxsim.py,uxsim.uxsim,minwidth,WRITE
distrib/UXsim/tests/test_verification_route_choice.py,test_verification_route_choice,tt1,distrib/UXsim/tests/test_verification_route_choice.py,test_verification_route_choice,df.df.df.df.sum,WRITE
distrib/UXsim/tests/test_verification_multilane.py,test_verification_multilane,link1,distrib/UXsim/demos_and_examples/example_08en_signal_reactive_control.py,example_08en_signal_reactive_control,W.addLink,WRITE
distrib/UXsim/uxsim/analyzer.py,uxsim.analyzer,dist_time,distrib/UXsim/uxsim/analyzer.py,uxsim.analyzer,floyd_warshall,WRITE
distrib/UXsim/uxsim/analyzer.py,uxsim.analyzer,c,distrib/UXsim/uxsim/uxsim.py,uxsim.uxsim,plt.colormaps.plt.colormaps,WRITE
distrib/UXsim/tests/test_verification_multilane.py,test_verification_multilane,W,distrib/UXsim/demos_and_examples/example_08en_signal_reactive_control.py,example_08en_signal_reactive_control,World,WRITE
