callerfilename,callermodule,callerfunction,calleefilename,calleemodule,calleefunction
apps/anytree/tests/test_jsonexporter.py,anytreetests.test_jsonexporter,test_json_exporter,compileall,compileall,filecmp.cmp
apps/anytree/tests/test_special_methods_access.py,anytreetests.test_special_methods_access,__init__,apps/anytree/src/anytree/search.py,anytree.search,super.__init__
apps/anytree/tests/test_jsonexporter.py,anytreetests.test_jsonexporter,test_json_exporter,apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter,exporter.write
apps/anytree/src/anytree/node/anynode.py,anytreenode.anynode,__repr__,apps/anytree/src/anytree/node/util.py,anytreenode.util,_repr
apps/anytree/tests/test_jsonexporter.py,anytreetests.test_jsonexporter,test_json_exporter,threading,threading,join
apps/anytree/tests/test_pickle.py,anytreetests.test_pickle,test_pickle,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,SymlinkNode
apps/anytree/tests/test_search.py,anytreetests.test_search,test_find,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_uniquedotexporter.py,anytreetests.test_uniquedotexporter,test_tree_filter,apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter.DotExporter,UniqueDotExporter
apps/anytree/tests/test_special_methods_access.py,anytreetests.test_special_methods_access,__init__,tokenize,tokenize,super
apps/anytree/tests/test_iterators.py,anytreetests.test_iterators,test_postorder,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_uniquedotexporter.py,anytreetests.test_uniquedotexporter,test_tree_filter,++imported++,test2ref,assert_refdata
apps/anytree/tests/test_jsonexporter.py,anytreetests.test_jsonexporter,test_json_exporter,apps/anytree/src/anytree/exporter/jsonexporter.py,anytree.exporter.jsonexporter,ref.write
apps/anytree/tests/test_uniquedotexporter.py,anytreetests.test_uniquedotexporter,test_tree_filter,threading,threading,node.name.startswith
apps/anytree/tests/test_search.py,anytreetests.test_search,test_find,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_jsonexporter.py,anytreetests.test_jsonexporter,test_json_exporter,++imported++,tempfile,NamedTemporaryFile
apps/anytree/tests/test_iterators.py,anytreetests.test_iterators,test_postorder,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_uniquedotexporter.py,anytreetests.test_uniquedotexporter,root,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_util.py,anytreetests.test_util,test_commonancestors,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_search.py,anytreetests.test_search,test_find,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_jsonexporter.py,anytreetests.test_jsonexporter,test_json_exporter,++imported++,tempfile,NamedTemporaryFile
apps/anytree/tests/test_util.py,anytreetests.test_util,test_commonancestors,apps/anytree/tests/helper.py,anytreetests.helper,eq_
apps/anytree/tests/test_iterators.py,anytreetests.test_iterators,test_postorder,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_dictimporter.py,anytreetests.test_dictimporter,test_dict_importer_node,apps/anytree/tests/helper.py,anytreetests.helper,eq_
apps/anytree/tests/test_search.py,anytreetests.test_search,test_find,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_jsonexporter.py,anytreetests.test_jsonexporter,test_json_exporter,apps/anytree/tests/helper.py,anytreetests.helper,eq_
apps/anytree/tests/test_special_methods_access.py,anytreetests.test_special_methods_access,setUp,apps/anytree/tests/test_special_methods_access.py,anytreetests.test_special_methods_access.MyMapping,MyMapping
apps/anytree/tests/test_util.py,anytreetests.test_util,test_commonancestors,apps/anytree/src/anytree/util/__init__.py,anytreeutil.__init__,commonancestors
apps/anytree/tests/test_dictimporter.py,anytreetests.test_dictimporter,test_dict_importer_node,apps/anytree/tests/helper.py,anytreetests.helper,eq_
apps/anytree/tests/test_jsonexporter.py,anytreetests.test_jsonexporter,test_json_exporter,locale,locale,e.rstrip
apps/anytree/tests/test_util.py,anytreetests.test_util,test_commonancestors,apps/anytree/tests/helper.py,anytreetests.helper,eq_
apps/anytree/tests/test_search.py,anytreetests.test_search,test_find,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/src/anytree/node/symlinknodemixin.py,anytreenode.symlinknodemixin,__setattr__,threading,threading,setattr
apps/anytree/tests/test_iterators.py,anytreetests.test_iterators,test_postorder,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_special_methods_access.py,anytreetests.test_special_methods_access,setUp,tokenize,tokenize,super
apps/anytree/tests/test_dictimporter.py,anytreetests.test_dictimporter,test_dict_importer_node,apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter,exporter.export
apps/anytree/tests/test_util.py,anytreetests.test_util,test_commonancestors,apps/anytree/src/anytree/util/__init__.py,anytreeutil.__init__,commonancestors
apps/anytree/tests/test_search.py,anytreetests.test_search,test_find_by_attr,apps/anytree/tests/helper.py,anytreetests.helper,eq_
apps/anytree/tests/test_pickle.py,anytreetests.test_pickle,test_pickle,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_util.py,anytreetests.test_util,test_commonancestors,apps/anytree/tests/helper.py,anytreetests.helper,eq_
apps/anytree/tests/test_uniquedotexporter.py,anytreetests.test_uniquedotexporter,root,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_special_methods_access.py,anytreetests.test_special_methods_access,setUp,apps/anytree/tests/test_special_methods_access.py,anytreetests.test_special_methods_access,super.setUp
apps/anytree/tests/test_iterators.py,anytreetests.test_iterators,test_postorder,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_uniquedotexporter.py,anytreetests.test_uniquedotexporter,test_tree_stop,apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,UniqueDotExporter.to_dotfile
apps/anytree/tests/test_search.py,anytreetests.test_search,test_find_by_attr,apps/anytree/src/anytree/search.py,anytree.search,find_by_attr
apps/anytree/tests/test_search.py,anytreetests.test_search,test_find_by_attr,apps/anytree/tests/helper.py,anytreetests.helper,eq_
apps/anytree/tests/test_special_methods_access.py,anytreetests.test_special_methods_access,__getitem__,configparser,configparser,KeyError
apps/anytree/tests/test_uniquedotexporter.py,anytreetests.test_uniquedotexporter,test_tree_stop,apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter.DotExporter,UniqueDotExporter
apps/anytree/tests/test_pickle.py,anytreetests.test_pickle,test_pickle,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_jsonexporter.py,anytreetests.test_jsonexporter,test_json_exporter,apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter,exporter.export.splitlines
apps/anytree/tests/test_iterators.py,anytreetests.test_iterators,test_postorder,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_uniquedotexporter.py,anytreetests.test_uniquedotexporter,test_tree_stop,++imported++,test2ref,assert_refdata
apps/anytree/tests/test_search.py,anytreetests.test_search,test_find_by_attr,apps/anytree/src/anytree/search.py,anytree.search,find_by_attr
apps/anytree/tests/test_special_methods_access.py,anytreetests.test_special_methods_access,__len__,tokenize,tokenize,iter
apps/anytree/tests/test_jsonexporter.py,anytreetests.test_jsonexporter,test_json_exporter,apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter,exporter.export
apps/anytree/tests/test_search.py,anytreetests.test_search,test_find_by_attr,apps/anytree/tests/helper.py,anytreetests.helper,eq_
apps/anytree/tests/test_uniquedotexporter.py,anytreetests.test_uniquedotexporter,test_tree_maxlevel,apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,UniqueDotExporter.to_dotfile
apps/anytree/tests/test_special_methods_access.py,anytreetests.test_special_methods_access,__len__,poplib,poplib,list
apps/anytree/tests/test_iterators.py,anytreetests.test_iterators,test_postorder,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_search.py,anytreetests.test_search,test_find_by_attr,apps/anytree/src/anytree/search.py,anytree.search,find_by_attr
apps/anytree/tests/test_uniquedotexporter.py,anytreetests.test_uniquedotexporter,test_tree_maxlevel,apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter.DotExporter,UniqueDotExporter
apps/anytree/tests/test_special_methods_access.py,anytreetests.test_special_methods_access,__len__,cmath,cmath,len
apps/anytree/tests/test_jsonexporter.py,anytreetests.test_jsonexporter,test_json_exporter,locale,locale,e.rstrip
apps/anytree/tests/test_jsonexporter.py,anytreetests.test_jsonexporter,test_json_exporter,apps/anytree/tests/helper.py,anytreetests.helper,eq_
apps/anytree/tests/test_uniquedotexporter.py,anytreetests.test_uniquedotexporter,root,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_iterators.py,anytreetests.test_iterators,test_postorder,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_search.py,anytreetests.test_search,test_enum,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_uniquedotexporter.py,anytreetests.test_uniquedotexporter,test_tree_maxlevel,++imported++,test2ref,assert_refdata
apps/anytree/tests/test_iterators.py,anytreetests.test_iterators,test_postorder,apps/anytree/tests/helper.py,anytreetests.helper,eq_
apps/anytree/tests/test_jsonexporter.py,anytreetests.test_jsonexporter,test_json_exporter,apps/anytree/src/anytree/exporter/jsonexporter.py,anytree.exporter.jsonexporter.JsonExporter,JsonExporter
apps/anytree/tests/test_iterators.py,anytreetests.test_iterators,test_postorder,poplib,poplib,list
apps/anytree/tests/test_search.py,anytreetests.test_search,test_enum,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/src/anytree/node/util.py,anytreenode.util,_repr,tokenize,tokenize,sorted
apps/anytree/tests/test_cachedsearch.py,anytreetests.test_cachedsearch,test_findall,apps/anytree/src/anytree/search.py,anytree.search,findall
apps/anytree/tests/test_uniquedotexporter.py,anytreetests.test_uniquedotexporter,root,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_iterators.py,anytreetests.test_iterators,test_postorder,apps/anytree/src/anytree/iterators/postorderiter.py,anytreeiterators.postorderiter.PostOrderIter,PostOrderIter
apps/anytree/tests/test_uniquedotexporter.py,anytreetests.test_uniquedotexporter,test_esc,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_jsonexporter.py,anytreetests.test_jsonexporter,test_json_exporter,apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter,exporter.export.splitlines
apps/anytree/tests/test_iterators.py,anytreetests.test_iterators,test_postorder,apps/anytree/tests/helper.py,anytreetests.helper,eq_
apps/anytree/tests/test_cachedsearch.py,anytreetests.test_cachedsearch,test_findall,apps/anytree/tests/helper.py,anytreetests.helper,assert_raises
apps/anytree/tests/test_search.py,anytreetests.test_search,test_enum,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_cachedsearch.py,anytreetests.test_cachedsearch,test_findall,apps/anytree/src/anytree/search.py,anytree.search,findall
apps/anytree/tests/test_dictimporter.py,anytreetests.test_dictimporter,test_dict_importer_node,locale,locale,str
apps/anytree/tests/test_jsonexporter.py,anytreetests.test_jsonexporter,test_json_exporter,apps/anytree/src/anytree/exporter/dictexporter.py,anytree.exporter.dictexporter,exporter.export
